current,left,current_abb,left_abb,count,year
Nebraska,New Hampshire,NE,NH,322,Total 2016-2019
Nebraska,New Jersey,NE,NJ,1275,Total 2016-2019
Nebraska,New Mexico,NE,NM,1819,Total 2016-2019
Nebraska,New York,NE,NY,2485,Total 2016-2019
Nebraska,North Carolina,NE,NC,3015,Total 2016-2019
Nebraska,North Dakota,NE,ND,2578,Total 2016-2019
Nebraska,Ohio,NE,OH,1990,Total 2016-2019
Nebraska,Oklahoma,NE,OK,4079,Total 2016-2019
Nebraska,Oregon,NE,OR,2060,Total 2016-2019
Nebraska,Pennsylvania,NE,PA,1289,Total 2016-2019
Nebraska,Puerto Rico,NE,NA,598,Total 2016-2019
Nebraska,Rhode Island,NE,RI,1120,Total 2016-2019
Nebraska,South Carolina,NE,SC,1016,Total 2016-2019
Nebraska,South Dakota,NE,SD,8977,Total 2016-2019
Nebraska,Tennessee,NE,TN,2225,Total 2016-2019
Nebraska,Texas,NE,TX,18206,Total 2016-2019
Nebraska,Utah,NE,UT,4090,Total 2016-2019
Nebraska,Vermont,NE,VT,13,Total 2016-2019
Nebraska,Virginia,NE,VA,3563,Total 2016-2019
Nebraska,Washington,NE,WA,2182,Total 2016-2019
Nebraska,West Virginia,NE,WV,398,Total 2016-2019
Nebraska,Wisconsin,NE,WI,1978,Total 2016-2019
Nebraska,Wyoming,NE,WY,3813,Total 2016-2019
Nevada,Alabama,NV,AL,1221,Total 2016-2019
Nevada,Alaska,NV,AK,4894,Total 2016-2019
Nevada,Arizona,NV,AZ,26884,Total 2016-2019
Nevada,Arkansas,NV,AR,1490,Total 2016-2019
Nevada,California,NV,CA,191024,Total 2016-2019
Nevada,Colorado,NV,CO,18741,Total 2016-2019
Nevada,Connecticut,NV,CT,2084,Total 2016-2019
Nevada,Delaware,NV,DE,712,Total 2016-2019
Nevada,District of Columbia,NV,DC,551,Total 2016-2019
Nevada,Florida,NV,FL,20269,Total 2016-2019
Nevada,Foreign Country,NV,OR,46441,Total 2016-2019
Nevada,Foreign Country4,NV,OR,15985,Total 2016-2019
Nevada,Georgia,NV,GA,6658,Total 2016-2019
Nevada,Hawaii,NV,HI,18869,Total 2016-2019
Nevada,Idaho,NV,ID,6804,Total 2016-2019
Nevada,Illinois,NV,IL,12877,Total 2016-2019
Nevada,Indiana,NV,IN,3141,Total 2016-2019
Nevada,Iowa,NV,IA,3291,Total 2016-2019
Nevada,Kansas,NV,KS,1943,Total 2016-2019
Nevada,Kentucky,NV,KY,2864,Total 2016-2019
Nevada,Louisiana,NV,LA,3091,Total 2016-2019
Nevada,Maine,NV,ME,575,Total 2016-2019
Nevada,Maryland,NV,MD,4636,Total 2016-2019
Nevada,Massachusetts,NV,MA,3628,Total 2016-2019
Nevada,Michigan,NV,MI,6681,Total 2016-2019
Nevada,Minnesota,NV,MN,4859,Total 2016-2019
Nevada,Mississippi,NV,MS,3259,Total 2016-2019
Nevada,Missouri,NV,MO,5764,Total 2016-2019
Nevada,Montana,NV,MT,2814,Total 2016-2019
Nevada,Nebraska,NV,NE,2404,Total 2016-2019
Nevada,Nevada,NV,NV,NA,Total 2016-2019
Nevada,New Hampshire,NV,NH,936,Total 2016-2019
Nevada,New Jersey,NV,NJ,6370,Total 2016-2019
Nevada,New Mexico,NV,NM,10224,Total 2016-2019
Nevada,New York,NV,NY,12503,Total 2016-2019
Nevada,North Carolina,NV,NC,7123,Total 2016-2019
Nevada,North Dakota,NV,ND,1164,Total 2016-2019
Nevada,Ohio,NV,OH,6987,Total 2016-2019
Nevada,Oklahoma,NV,OK,2861,Total 2016-2019
Nevada,Oregon,NV,OR,10912,Total 2016-2019
Nevada,Pennsylvania,NV,PA,5915,Total 2016-2019
Nevada,Puerto Rico,NV,NA,1602,Total 2016-2019
Nevada,Rhode Island,NV,RI,391,Total 2016-2019
Nevada,South Carolina,NV,SC,4253,Total 2016-2019
Nevada,South Dakota,NV,SD,2105,Total 2016-2019
Nevada,Tennessee,NV,TN,4420,Total 2016-2019
Nevada,Texas,NV,TX,19058,Total 2016-2019
Nevada,Utah,NV,UT,21396,Total 2016-2019
Nevada,Vermont,NV,VT,300,Total 2016-2019
Nevada,Virginia,NV,VA,6029,Total 2016-2019
Nevada,Washington,NV,WA,19979,Total 2016-2019
Nevada,West Virginia,NV,WV,88,Total 2016-2019
Nevada,Wisconsin,NV,WI,3577,Total 2016-2019
Nevada,Wyoming,NV,WY,2666,Total 2016-2019
New Hampshire,Alabama,NH,AL,820,Total 2016-2019
New Hampshire,Alaska,NH,AK,1328,Total 2016-2019
New Hampshire,Arizona,NH,AZ,2542,Total 2016-2019
New Hampshire,Arkansas,NH,AR,908,Total 2016-2019
New Hampshire,California,NH,CA,5744,Total 2016-2019
New Hampshire,Colorado,NH,CO,2277,Total 2016-2019
New Hampshire,Connecticut,NH,CT,8380,Total 2016-2019
New Hampshire,Delaware,NH,DE,344,Total 2016-2019
New Hampshire,District of Columbia,NH,DC,941,Total 2016-2019
New Hampshire,Florida,NH,FL,9602,Total 2016-2019
New Hampshire,Foreign Country,NH,OR,17971,Total 2016-2019
New Hampshire,Foreign Country4,NH,OR,5756,Total 2016-2019
New Hampshire,Georgia,NH,GA,2648,Total 2016-2019
New Hampshire,Hawaii,NH,HI,971,Total 2016-2019
New Hampshire,Idaho,NH,ID,251,Total 2016-2019
New Hampshire,Illinois,NH,IL,1502,Total 2016-2019
New Hampshire,Indiana,NH,IN,1359,Total 2016-2019
New Hampshire,Iowa,NH,IA,374,Total 2016-2019
New Hampshire,Kansas,NH,KS,358,Total 2016-2019
New Hampshire,Kentucky,NH,KY,691,Total 2016-2019
New Hampshire,Louisiana,NH,LA,467,Total 2016-2019
New Hampshire,Maine,NH,ME,15843,Total 2016-2019
New Hampshire,Maryland,NH,MD,2831,Total 2016-2019
New Hampshire,Massachusetts,NH,MA,81936,Total 2016-2019
New Hampshire,Michigan,NH,MI,2101,Total 2016-2019
New Hampshire,Minnesota,NH,MN,434,Total 2016-2019
New Hampshire,Mississippi,NH,MS,368,Total 2016-2019
New Hampshire,Missouri,NH,MO,928,Total 2016-2019
New Hampshire,Montana,NH,MT,310,Total 2016-2019
New Hampshire,Nebraska,NH,NE,147,Total 2016-2019
New Hampshire,Nevada,NH,NV,2094,Total 2016-2019
New Hampshire,New Hampshire,NH,NH,NA,Total 2016-2019
New Hampshire,New Jersey,NH,NJ,2557,Total 2016-2019
New Hampshire,New Mexico,NH,NM,199,Total 2016-2019
New Hampshire,New York,NH,NY,12824,Total 2016-2019
New Hampshire,North Carolina,NH,NC,4209,Total 2016-2019
New Hampshire,North Dakota,NH,ND,60,Total 2016-2019
New Hampshire,Ohio,NH,OH,1694,Total 2016-2019
New Hampshire,Oklahoma,NH,OK,405,Total 2016-2019
New Hampshire,Oregon,NH,OR,683,Total 2016-2019
New Hampshire,Pennsylvania,NH,PA,6557,Total 2016-2019
New Hampshire,Puerto Rico,NH,NA,2265,Total 2016-2019
New Hampshire,Rhode Island,NH,RI,3400,Total 2016-2019
New Hampshire,South Carolina,NH,SC,1879,Total 2016-2019
New Hampshire,South Dakota,NH,SD,350,Total 2016-2019
New Hampshire,Tennessee,NH,TN,1309,Total 2016-2019
New Hampshire,Texas,NH,TX,4405,Total 2016-2019
New Hampshire,Utah,NH,UT,946,Total 2016-2019
New Hampshire,Vermont,NH,VT,8758,Total 2016-2019
New Hampshire,Virginia,NH,VA,2882,Total 2016-2019
New Hampshire,Washington,NH,WA,937,Total 2016-2019
New Hampshire,West Virginia,NH,WV,452,Total 2016-2019
New Hampshire,Wisconsin,NH,WI,1000,Total 2016-2019
New Hampshire,Wyoming,NH,WY,0,Total 2016-2019
New Jersey,Alabama,NJ,AL,721,Total 2016-2019
New Jersey,Alaska,NJ,AK,1433,Total 2016-2019
New Jersey,Arizona,NJ,AZ,4343,Total 2016-2019
New Jersey,Arkansas,NJ,AR,573,Total 2016-2019
New Jersey,California,NJ,CA,34975,Total 2016-2019
New Jersey,Colorado,NJ,CO,7282,Total 2016-2019
New Jersey,Connecticut,NJ,CT,14879,Total 2016-2019
New Jersey,Delaware,NJ,DE,6138,Total 2016-2019
New Jersey,District of Columbia,NJ,DC,3214,Total 2016-2019
New Jersey,Florida,NJ,FL,45060,Total 2016-2019
New Jersey,Foreign Country,NJ,OR,183059,Total 2016-2019
New Jersey,Foreign Country4,NJ,OR,74971,Total 2016-2019
New Jersey,Georgia,NJ,GA,9811,Total 2016-2019
New Jersey,Hawaii,NJ,HI,1427,Total 2016-2019
New Jersey,Idaho,NJ,ID,649,Total 2016-2019
New Jersey,Illinois,NJ,IL,6976,Total 2016-2019
New Jersey,Indiana,NJ,IN,3007,Total 2016-2019
New Jersey,Iowa,NJ,IA,356,Total 2016-2019
New Jersey,Kansas,NJ,KS,2538,Total 2016-2019
New Jersey,Kentucky,NJ,KY,1099,Total 2016-2019
New Jersey,Louisiana,NJ,LA,1666,Total 2016-2019
New Jersey,Maine,NJ,ME,1754,Total 2016-2019
New Jersey,Maryland,NJ,MD,16545,Total 2016-2019
New Jersey,Massachusetts,NJ,MA,13537,Total 2016-2019
New Jersey,Michigan,NJ,MI,5738,Total 2016-2019
New Jersey,Minnesota,NJ,MN,1853,Total 2016-2019
New Jersey,Mississippi,NJ,MS,1083,Total 2016-2019
New Jersey,Missouri,NJ,MO,2803,Total 2016-2019
New Jersey,Montana,NJ,MT,563,Total 2016-2019
New Jersey,Nebraska,NJ,NE,1205,Total 2016-2019
New Jersey,Nevada,NJ,NV,1523,Total 2016-2019
New Jersey,New Hampshire,NJ,NH,2002,Total 2016-2019
New Jersey,New Jersey,NJ,NJ,NA,Total 2016-2019
New Jersey,New Mexico,NJ,NM,268,Total 2016-2019
New Jersey,New York,NJ,NY,229267,Total 2016-2019
New Jersey,North Carolina,NJ,NC,17240,Total 2016-2019
New Jersey,North Dakota,NJ,ND,722,Total 2016-2019
New Jersey,Ohio,NJ,OH,8656,Total 2016-2019
New Jersey,Oklahoma,NJ,OK,988,Total 2016-2019
New Jersey,Oregon,NJ,OR,1594,Total 2016-2019
New Jersey,Pennsylvania,NJ,PA,92272,Total 2016-2019
New Jersey,Puerto Rico,NJ,NA,16788,Total 2016-2019
New Jersey,Rhode Island,NJ,RI,1086,Total 2016-2019
New Jersey,South Carolina,NJ,SC,4462,Total 2016-2019
New Jersey,South Dakota,NJ,SD,318,Total 2016-2019
New Jersey,Tennessee,NJ,TN,3281,Total 2016-2019
New Jersey,Texas,NJ,TX,23138,Total 2016-2019
New Jersey,Utah,NJ,UT,932,Total 2016-2019
New Jersey,Vermont,NJ,VT,767,Total 2016-2019
New Jersey,Virginia,NJ,VA,17912,Total 2016-2019
New Jersey,Washington,NJ,WA,4172,Total 2016-2019
New Jersey,West Virginia,NJ,WV,1477,Total 2016-2019
New Jersey,Wisconsin,NJ,WI,2156,Total 2016-2019
New Jersey,Wyoming,NJ,WY,110,Total 2016-2019
New Mexico,Alabama,NM,AL,3352,Total 2016-2019
New Mexico,Alaska,NM,AK,3366,Total 2016-2019
New Mexico,Arizona,NM,AZ,22018,Total 2016-2019
New Mexico,Arkansas,NM,AR,1578,Total 2016-2019
New Mexico,California,NM,CA,25275,Total 2016-2019
New Mexico,Colorado,NM,CO,17786,Total 2016-2019
New Mexico,Connecticut,NM,CT,958,Total 2016-2019
New Mexico,Delaware,NM,DE,416,Total 2016-2019
New Mexico,District of Columbia,NM,DC,305,Total 2016-2019
New Mexico,Florida,NM,FL,7440,Total 2016-2019
New Mexico,Foreign Country,NM,OR,31777,Total 2016-2019
New Mexico,Foreign Country4,NM,OR,10457,Total 2016-2019
New Mexico,Georgia,NM,GA,2558,Total 2016-2019
New Mexico,Hawaii,NM,HI,2200,Total 2016-2019
New Mexico,Idaho,NM,ID,1973,Total 2016-2019
New Mexico,Illinois,NM,IL,3067,Total 2016-2019
New Mexico,Indiana,NM,IN,1869,Total 2016-2019
New Mexico,Iowa,NM,IA,1027,Total 2016-2019
New Mexico,Kansas,NM,KS,1279,Total 2016-2019
New Mexico,Kentucky,NM,KY,739,Total 2016-2019
New Mexico,Louisiana,NM,LA,2242,Total 2016-2019
New Mexico,Maine,NM,ME,729,Total 2016-2019
New Mexico,Maryland,NM,MD,3027,Total 2016-2019
New Mexico,Massachusetts,NM,MA,1539,Total 2016-2019
New Mexico,Michigan,NM,MI,2952,Total 2016-2019
New Mexico,Minnesota,NM,MN,2115,Total 2016-2019
New Mexico,Mississippi,NM,MS,1514,Total 2016-2019
New Mexico,Missouri,NM,MO,3358,Total 2016-2019
New Mexico,Montana,NM,MT,1923,Total 2016-2019
New Mexico,Nebraska,NM,NE,605,Total 2016-2019
New Mexico,Nevada,NM,NV,5498,Total 2016-2019
New Mexico,New Hampshire,NM,NH,1341,Total 2016-2019
New Mexico,New Jersey,NM,NJ,2425,Total 2016-2019
New Mexico,New Mexico,NM,NM,NA,Total 2016-2019
New Mexico,New York,NM,NY,4231,Total 2016-2019
New Mexico,North Carolina,NM,NC,2916,Total 2016-2019
New Mexico,North Dakota,NM,ND,430,Total 2016-2019
New Mexico,Ohio,NM,OH,2747,Total 2016-2019
New Mexico,Oklahoma,NM,OK,4513,Total 2016-2019
New Mexico,Oregon,NM,OR,4413,Total 2016-2019
New Mexico,Pennsylvania,NM,PA,4037,Total 2016-2019
New Mexico,Puerto Rico,NM,NA,1165,Total 2016-2019
New Mexico,Rhode Island,NM,RI,377,Total 2016-2019
New Mexico,South Carolina,NM,SC,2940,Total 2016-2019
New Mexico,South Dakota,NM,SD,195,Total 2016-2019
New Mexico,Tennessee,NM,TN,3529,Total 2016-2019
New Mexico,Texas,NM,TX,63523,Total 2016-2019
New Mexico,Utah,NM,UT,3001,Total 2016-2019
New Mexico,Vermont,NM,VT,294,Total 2016-2019
New Mexico,Virginia,NM,VA,4046,Total 2016-2019
New Mexico,Washington,NM,WA,6450,Total 2016-2019
New Mexico,West Virginia,NM,WV,357,Total 2016-2019
New Mexico,Wisconsin,NM,WI,1033,Total 2016-2019
New Mexico,Wyoming,NM,WY,2164,Total 2016-2019
New York,Alabama,NY,AL,4497,Total 2016-2019
New York,Alaska,NY,AK,2481,Total 2016-2019
New York,Arizona,NY,AZ,14523,Total 2016-2019
New York,Arkansas,NY,AR,3146,Total 2016-2019
New York,California,NY,CA,97195,Total 2016-2019
New York,Colorado,NY,CO,16874,Total 2016-2019
New York,Connecticut,NY,CT,63139,Total 2016-2019
New York,Delaware,NY,DE,5255,Total 2016-2019
New York,District of Columbia,NY,DC,13570,Total 2016-2019
New York,Florida,NY,FL,94720,Total 2016-2019
New York,Foreign Country,NY,OR,414100,Total 2016-2019
New York,Foreign Country4,NY,OR,138251,Total 2016-2019
New York,Georgia,NY,GA,30440,Total 2016-2019
New York,Hawaii,NY,HI,5756,Total 2016-2019
New York,Idaho,NY,ID,2290,Total 2016-2019
New York,Illinois,NY,IL,28252,Total 2016-2019
New York,Indiana,NY,IN,8596,Total 2016-2019
New York,Iowa,NY,IA,6331,Total 2016-2019
New York,Kansas,NY,KS,4451,Total 2016-2019
New York,Kentucky,NY,KY,5443,Total 2016-2019
New York,Louisiana,NY,LA,7337,Total 2016-2019
New York,Maine,NY,ME,5856,Total 2016-2019
New York,Maryland,NY,MD,30621,Total 2016-2019
New York,Massachusetts,NY,MA,64130,Total 2016-2019
New York,Michigan,NY,MI,15886,Total 2016-2019
New York,Minnesota,NY,MN,6805,Total 2016-2019
New York,Mississippi,NY,MS,2451,Total 2016-2019
New York,Missouri,NY,MO,10321,Total 2016-2019
New York,Montana,NY,MT,1295,Total 2016-2019
New York,Nebraska,NY,NE,1891,Total 2016-2019
New York,Nevada,NY,NV,6927,Total 2016-2019
New York,New Hampshire,NY,NH,8932,Total 2016-2019
New York,New Jersey,NY,NJ,137043,Total 2016-2019
New York,New Mexico,NY,NM,3066,Total 2016-2019
New York,New York,NY,NY,NA,Total 2016-2019
New York,North Carolina,NY,NC,40588,Total 2016-2019
New York,North Dakota,NY,ND,1296,Total 2016-2019
New York,Ohio,NY,OH,25424,Total 2016-2019
New York,Oklahoma,NY,OK,5244,Total 2016-2019
New York,Oregon,NY,OR,7669,Total 2016-2019
New York,Pennsylvania,NY,PA,89919,Total 2016-2019
New York,Puerto Rico,NY,NA,24594,Total 2016-2019
New York,Rhode Island,NY,RI,6645,Total 2016-2019
New York,South Carolina,NY,SC,18386,Total 2016-2019
New York,South Dakota,NY,SD,783,Total 2016-2019
New York,Tennessee,NY,TN,16390,Total 2016-2019
New York,Texas,NY,TX,47167,Total 2016-2019
New York,Utah,NY,UT,2951,Total 2016-2019
New York,Vermont,NY,VT,13980,Total 2016-2019
New York,Virginia,NY,VA,42920,Total 2016-2019
New York,Washington,NY,WA,15117,Total 2016-2019
New York,West Virginia,NY,WV,3561,Total 2016-2019
New York,Wisconsin,NY,WI,7441,Total 2016-2019
New York,Wyoming,NY,WY,227,Total 2016-2019
North Carolina,Alabama,NC,AL,16001,Total 2016-2019
North Carolina,Alaska,NC,AK,6590,Total 2016-2019
North Carolina,Arizona,NC,AZ,17104,Total 2016-2019
North Carolina,Arkansas,NC,AR,5755,Total 2016-2019
North Carolina,California,NC,CA,75681,Total 2016-2019
North Carolina,Colorado,NC,CO,19866,Total 2016-2019
North Carolina,Connecticut,NC,CT,21747,Total 2016-2019
North Carolina,Delaware,NC,DE,5724,Total 2016-2019
North Carolina,District of Columbia,NC,DC,7651,Total 2016-2019
North Carolina,Florida,NC,FL,133445,Total 2016-2019
North Carolina,Foreign Country,NC,OR,148523,Total 2016-2019
North Carolina,Foreign Country4,NC,OR,52666,Total 2016-2019
North Carolina,Georgia,NC,GA,77811,Total 2016-2019
North Carolina,Hawaii,NC,HI,9185,Total 2016-2019
North Carolina,Idaho,NC,ID,2084,Total 2016-2019
North Carolina,Illinois,NC,IL,27652,Total 2016-2019
North Carolina,Indiana,NC,IN,17755,Total 2016-2019
North Carolina,Iowa,NC,IA,4661,Total 2016-2019
North Carolina,Kansas,NC,KS,6507,Total 2016-2019
North Carolina,Kentucky,NC,KY,13639,Total 2016-2019
North Carolina,Louisiana,NC,LA,9779,Total 2016-2019
North Carolina,Maine,NC,ME,4099,Total 2016-2019
North Carolina,Maryland,NC,MD,42695,Total 2016-2019
North Carolina,Massachusetts,NC,MA,23932,Total 2016-2019
North Carolina,Michigan,NC,MI,24317,Total 2016-2019
North Carolina,Minnesota,NC,MN,10340,Total 2016-2019
North Carolina,Mississippi,NC,MS,7491,Total 2016-2019
North Carolina,Missouri,NC,MO,14932,Total 2016-2019
North Carolina,Montana,NC,MT,1907,Total 2016-2019
North Carolina,Nebraska,NC,NE,1692,Total 2016-2019
North Carolina,Nevada,NC,NV,5820,Total 2016-2019
North Carolina,New Hampshire,NC,NH,4550,Total 2016-2019
North Carolina,New Jersey,NC,NJ,50509,Total 2016-2019
North Carolina,New Mexico,NC,NM,5085,Total 2016-2019
North Carolina,New York,NC,NY,105900,Total 2016-2019
North Carolina,North Carolina,NC,NC,NA,Total 2016-2019
North Carolina,North Dakota,NC,ND,2396,Total 2016-2019
North Carolina,Ohio,NC,OH,40153,Total 2016-2019
North Carolina,Oklahoma,NC,OK,7996,Total 2016-2019
North Carolina,Oregon,NC,OR,8083,Total 2016-2019
North Carolina,Pennsylvania,NC,PA,51447,Total 2016-2019
North Carolina,Puerto Rico,NC,NA,9021,Total 2016-2019
North Carolina,Rhode Island,NC,RI,4197,Total 2016-2019
North Carolina,South Carolina,NC,SC,114427,Total 2016-2019
North Carolina,South Dakota,NC,SD,997,Total 2016-2019
North Carolina,Tennessee,NC,TN,34095,Total 2016-2019
North Carolina,Texas,NC,TX,59610,Total 2016-2019
North Carolina,Utah,NC,UT,4754,Total 2016-2019
North Carolina,Vermont,NC,VT,2775,Total 2016-2019
North Carolina,Virginia,NC,VA,121081,Total 2016-2019
North Carolina,Washington,NC,WA,20421,Total 2016-2019
North Carolina,West Virginia,NC,WV,14719,Total 2016-2019
North Carolina,Wisconsin,NC,WI,8058,Total 2016-2019
North Carolina,Wyoming,NC,WY,1511,Total 2016-2019
North Dakota,Alabama,ND,AL,250,Total 2016-2019
North Dakota,Alaska,ND,AK,629,Total 2016-2019
North Dakota,Arizona,ND,AZ,2720,Total 2016-2019
North Dakota,Arkansas,ND,AR,702,Total 2016-2019
North Dakota,California,ND,CA,7292,Total 2016-2019
North Dakota,Colorado,ND,CO,2602,Total 2016-2019
North Dakota,Connecticut,ND,CT,99,Total 2016-2019
North Dakota,Delaware,ND,DE,167,Total 2016-2019
North Dakota,District of Columbia,ND,DC,53,Total 2016-2019
North Dakota,Florida,ND,FL,4008,Total 2016-2019
North Dakota,Foreign Country,ND,OR,10261,Total 2016-2019
North Dakota,Foreign Country4,ND,OR,5209,Total 2016-2019
North Dakota,Georgia,ND,GA,2351,Total 2016-2019
North Dakota,Hawaii,ND,HI,512,Total 2016-2019
North Dakota,Idaho,ND,ID,1864,Total 2016-2019
North Dakota,Illinois,ND,IL,1851,Total 2016-2019
North Dakota,Indiana,ND,IN,493,Total 2016-2019
North Dakota,Iowa,ND,IA,1619,Total 2016-2019
North Dakota,Kansas,ND,KS,875,Total 2016-2019
North Dakota,Kentucky,ND,KY,112,Total 2016-2019
North Dakota,Louisiana,ND,LA,1385,Total 2016-2019
North Dakota,Maine,ND,ME,82,Total 2016-2019
North Dakota,Maryland,ND,MD,409,Total 2016-2019
North Dakota,Massachusetts,ND,MA,310,Total 2016-2019
North Dakota,Michigan,ND,MI,2504,Total 2016-2019
North Dakota,Minnesota,ND,MN,49704,Total 2016-2019
North Dakota,Mississippi,ND,MS,1069,Total 2016-2019
North Dakota,Missouri,ND,MO,2153,Total 2016-2019
North Dakota,Montana,ND,MT,6205,Total 2016-2019
North Dakota,Nebraska,ND,NE,1740,Total 2016-2019
North Dakota,Nevada,ND,NV,483,Total 2016-2019
North Dakota,New Hampshire,ND,NH,457,Total 2016-2019
North Dakota,New Jersey,ND,NJ,2691,Total 2016-2019
North Dakota,New Mexico,ND,NM,2195,Total 2016-2019
North Dakota,New York,ND,NY,2930,Total 2016-2019
North Dakota,North Carolina,ND,NC,475,Total 2016-2019
North Dakota,North Dakota,ND,ND,NA,Total 2016-2019
North Dakota,Ohio,ND,OH,359,Total 2016-2019
North Dakota,Oklahoma,ND,OK,2194,Total 2016-2019
North Dakota,Oregon,ND,OR,1715,Total 2016-2019
North Dakota,Pennsylvania,ND,PA,1850,Total 2016-2019
North Dakota,Puerto Rico,ND,NA,2425,Total 2016-2019
North Dakota,Rhode Island,ND,RI,0,Total 2016-2019
North Dakota,South Carolina,ND,SC,755,Total 2016-2019
North Dakota,South Dakota,ND,SD,7584,Total 2016-2019
North Dakota,Tennessee,ND,TN,1474,Total 2016-2019
North Dakota,Texas,ND,TX,7229,Total 2016-2019
North Dakota,Utah,ND,UT,1050,Total 2016-2019
North Dakota,Vermont,ND,VT,0,Total 2016-2019
North Dakota,Virginia,ND,VA,1119,Total 2016-2019
North Dakota,Washington,ND,WA,4513,Total 2016-2019
North Dakota,West Virginia,ND,WV,144,Total 2016-2019
North Dakota,Wisconsin,ND,WI,2205,Total 2016-2019
North Dakota,Wyoming,ND,WY,2191,Total 2016-2019
Ohio,Alabama,OH,AL,8535,Total 2016-2019
Ohio,Alaska,OH,AK,1916,Total 2016-2019
Ohio,Arizona,OH,AZ,11786,Total 2016-2019
Ohio,Arkansas,OH,AR,3334,Total 2016-2019
Ohio,California,OH,CA,44139,Total 2016-2019
Ohio,Colorado,OH,CO,12595,Total 2016-2019
Ohio,Connecticut,OH,CT,9404,Total 2016-2019
Ohio,Delaware,OH,DE,2059,Total 2016-2019
Ohio,District of Columbia,OH,DC,3044,Total 2016-2019
Ohio,Florida,OH,FL,62557,Total 2016-2019
Ohio,Foreign Country,OH,OR,120441,Total 2016-2019
Ohio,Foreign Country4,OH,OR,41556,Total 2016-2019
Ohio,Georgia,OH,GA,22967,Total 2016-2019
Ohio,Hawaii,OH,HI,2378,Total 2016-2019
Ohio,Idaho,OH,ID,1352,Total 2016-2019
Ohio,Illinois,OH,IL,39551,Total 2016-2019
Ohio,Indiana,OH,IN,48551,Total 2016-2019
Ohio,Iowa,OH,IA,5476,Total 2016-2019
Ohio,Kansas,OH,KS,5912,Total 2016-2019
Ohio,Kentucky,OH,KY,60869,Total 2016-2019
Ohio,Louisiana,OH,LA,4841,Total 2016-2019
Ohio,Maine,OH,ME,1890,Total 2016-2019
Ohio,Maryland,OH,MD,12188,Total 2016-2019
Ohio,Massachusetts,OH,MA,11211,Total 2016-2019
Ohio,Michigan,OH,MI,53989,Total 2016-2019
Ohio,Minnesota,OH,MN,7100,Total 2016-2019
Ohio,Mississippi,OH,MS,5118,Total 2016-2019
Ohio,Missouri,OH,MO,11420,Total 2016-2019
Ohio,Montana,OH,MT,2332,Total 2016-2019
Ohio,Nebraska,OH,NE,3516,Total 2016-2019
Ohio,Nevada,OH,NV,6964,Total 2016-2019
Ohio,New Hampshire,OH,NH,2281,Total 2016-2019
Ohio,New Jersey,OH,NJ,16562,Total 2016-2019
Ohio,New Mexico,OH,NM,3072,Total 2016-2019
Ohio,New York,OH,NY,40522,Total 2016-2019
Ohio,North Carolina,OH,NC,27286,Total 2016-2019
Ohio,North Dakota,OH,ND,2217,Total 2016-2019
Ohio,Ohio,OH,OH,NA,Total 2016-2019
Ohio,Oklahoma,OH,OK,3877,Total 2016-2019
Ohio,Oregon,OH,OR,6046,Total 2016-2019
Ohio,Pennsylvania,OH,PA,63764,Total 2016-2019
Ohio,Puerto Rico,OH,NA,11767,Total 2016-2019
Ohio,Rhode Island,OH,RI,994,Total 2016-2019
Ohio,South Carolina,OH,SC,14053,Total 2016-2019
Ohio,South Dakota,OH,SD,1099,Total 2016-2019
Ohio,Tennessee,OH,TN,23595,Total 2016-2019
Ohio,Texas,OH,TX,42573,Total 2016-2019
Ohio,Utah,OH,UT,8273,Total 2016-2019
Ohio,Vermont,OH,VT,1695,Total 2016-2019
Ohio,Virginia,OH,VA,23102,Total 2016-2019
Ohio,Washington,OH,WA,10570,Total 2016-2019
Ohio,West Virginia,OH,WV,28385,Total 2016-2019
Ohio,Wisconsin,OH,WI,9939,Total 2016-2019
Ohio,Wyoming,OH,WY,994,Total 2016-2019
Oklahoma,Alabama,OK,AL,2091,Total 2016-2019
Oklahoma,Alaska,OK,AK,2181,Total 2016-2019
Oklahoma,Arizona,OK,AZ,10436,Total 2016-2019
Oklahoma,Arkansas,OK,AR,30178,Total 2016-2019
Oklahoma,California,OK,CA,34214,Total 2016-2019
Oklahoma,Colorado,OK,CO,20231,Total 2016-2019
Oklahoma,Connecticut,OK,CT,920,Total 2016-2019
Oklahoma,Delaware,OK,DE,185,Total 2016-2019
Oklahoma,District of Columbia,OK,DC,290,Total 2016-2019
Oklahoma,Florida,OK,FL,16986,Total 2016-2019
Oklahoma,Foreign Country,OK,OR,39945,Total 2016-2019
Oklahoma,Foreign Country4,OK,OR,14449,Total 2016-2019
Oklahoma,Georgia,OK,GA,8184,Total 2016-2019
Oklahoma,Hawaii,OK,HI,2976,Total 2016-2019
Oklahoma,Idaho,OK,ID,1578,Total 2016-2019
Oklahoma,Illinois,OK,IL,10568,Total 2016-2019
Oklahoma,Indiana,OK,IN,5600,Total 2016-2019
Oklahoma,Iowa,OK,IA,3738,Total 2016-2019
Oklahoma,Kansas,OK,KS,23971,Total 2016-2019
Oklahoma,Kentucky,OK,KY,3445,Total 2016-2019
Oklahoma,Louisiana,OK,LA,7926,Total 2016-2019
Oklahoma,Maine,OK,ME,147,Total 2016-2019
Oklahoma,Maryland,OK,MD,3094,Total 2016-2019
Oklahoma,Massachusetts,OK,MA,1409,Total 2016-2019
Oklahoma,Michigan,OK,MI,4023,Total 2016-2019
